Title,Abstract,Subfield,Link,IS_Relevant
Enhancing Cloud Communication Security: A Blockchain-Powered Framework with Attribute-Aware Encryption,"The global production of information continuously increases in quantity and variety. However, the tools and technologies developed to handle such large volumes of data have not adequately met the security and privacy requirements. Existing cloud security systems, often managed by a trusted third party, are susceptible to various security risks. To address these challenges and ensure the protection of personal information, blockchain technology emerges as a crucial solution with substantial potential. This research uses the blockchain-powered attribute-aware encryption method to establish a real-time secure communication approach over the cloud. By employing attribute-based encryption technology, data owners can implement fine-grained search permissions for data users. The proposed solution incorporates accessible encryption technology to enable secure access to encrypted data and facilitate keyword searches on the blockchain. This study provides a functional comparison of recently developed attribute-based encryption algorithms. The access control strategy comprises two access tree types and a linear secret-sharing system, serving as the main components. The elliptic curve’s base field was set to 512b, and the bilinear pairing parameter type used was Type-A. This approach involves storing keywords on a remote server and encrypting them using attribute-based encryption. Furthermore, the encrypted data blockchain and the corresponding ciphertext are stored in the blockchain. Numerical experiments were conducted to evaluate the system’s key generation, trapdoor building, and keyword retrieval capabilities.",BSP,https://www.semanticscholar.org/paper/b21f7966b525f3764ff6dc294f8298aaa1412f02,True
"Blockchain-based decentralized trust management in IoT: systems, requirements and challenges","Internet of Things (IoT) vision has astoundingly transcended environmental sensing with integrated computing systems and smart devices, providing seamless connectivity among humans, machines, and their environment to cooperate for convenience and economical benefits. Apart from all the tremendous benefits of IoT, this paradigm still suffers from challenges of security and privacy vulnerabilities and demands a secure system for effective utilization of services in real-world IoT scenarios relying on which the IoT consumers expect secure and trustworthy communications. Trust Management (TM), which is a crucial aspect of security, plays a vital role in ensuring the exchange of information in a secure manner and maintaining the reliability of a system by measuring the degree of trust on IoT devices, reducing the uncertainties and risks involved in the systems. Thus, in recent years, Blockchain technology has been utilized for developing security innovations in TM field for different classes of IoT applications. It can provide tamper-proof data by enabling more reliable trust information and integrity verification, ultimately enhancing its availability and privacy when storing and sharing information. This paper provides a comprehensive survey that aims at analyzing and assessing Blockchain-based decentralized trust management systems (BCDTMS) for IoT. The contributions of this study are threefold; first, we provide the comprehensive and comparative analysis of state-of-the-art BCDTMS devised for different IoT classes such as Internet of Medical of Things (IoMT), Internet of Vehicles (IoV), Industrial IoT (IIoT), and Social IoT (SIoT). To make it an extensive study, we perform a detailed assessment of the existing BCDTMS in the literature in the aspects of Blockchain and TM. Second, we present requirements for developing Blockchain-based TM systems for IoT, and third we have highlighted the challenges in the context of using Blockchain for TM in various IoT applications.",BSP,https://www.semanticscholar.org/paper/5f97ba0056537c33fe16966e73fb903d822ca541,True
Blockchain in Healthcare for Achieving Patients’ Privacy,"Heath data are sensitive and valuable for individuals. The patients need to integrate and manage their medical data continuously. Personal Health Record (PHR) is introduced as a solution for managing their health information. It gives patients ownership over their medical data and provides physicians with realignment data. However, it does not achieve reliability, traceability, trust, nor security of patient control. Centralization of any data is vulnerable to the problem of hacking and single failure in addition to control from one organization. So, the centralization of data is the common problem that all current healthcare systems suffer from. Even in the Metaverse world, the application of Metaverse in healthcare services loses users’ privacy as one of its challenges. In this study, we suggest using blockchain in healthcare to improve security and privacy in medical records. The proposed system employs the advantages of blockchain technology to give patients full control over their data with low throughput, high overhead, and latency. We present a security analysis of our suggested architecture as well as blockchain issues in healthcare systems.",BSP,https://www.semanticscholar.org/paper/c7800245e684a9ada089a11273c2a6d10d5dd9c6,True
Privacy Protection Scheme for Personal Health Record System Using Blockchain Based on Homomorphic Encryption,"With the advancement and popularization of science and technology, much research explores the provision of health care services or health management with the assistance of information technology in addition to traditional clinical diagnosis. Personal Health Records (PHR) are available for personalized health record information in the autonomous management system. The personal health record system is to improve disease management or strengthen personal health management. However, users are concerned about the safety and confidentiality of PHR in healthcare systems. In 2008, the blockchain architecture was proposed by Satoshi as a peer-to-peer network architecture that contains a Distributed Ledger Technology (DLT). In this study, we proposed a blockchain-based PHR system using the homomorphic encryption to improve the privacy and security of the users. It allows a third party to perform operations on the ciphertext which can be retrieved correctly later, while the privacy and security of the nodes on the chain are ensured and provided for multiple users to protect the security of their information.",BSP,https://www.semanticscholar.org/paper/296b14e8b4310ec524c18e7c04e5d3b70828377b,True
HDM-Chain: A Secure Blockchain-based Healthcare Data Management framework to ensure Privacy and Security in the Health Unit,"In conventional medical data monitoring systems are suffering key challenges in phases of information immutability, traceability, transparency, observation, data validation, access permission, reliability, privacy, and safety. Personal Health Records(PHR) have various advantages globally, but at PHRs data is ruled to essential safety and privacy concerns. This paper suggests a method to implement a reliable clarification to these points. Traditionally sophisticated methods trading with the security of health records ordinarily makes information inaccessible system to patients. Certain methods struggle to adjust information reliability, patient desire, and regular communication with supplier information. Blockchain(BC) resolves the preceding difficulties from it shares data in a decentralized and transactional way. The utilize of BC could support the healthcare division to adjust the accessibility, privacy, and security of PHRs. This document suggests a BC framework to efficiently and securely collect and keep health records. It represents a reliable and skilled means of achieving healthcare data for patients, physicians, and security insurance agencies while defending the patients of information. The goal of this activity is to show how the suggested system fits the safety requirements of participants (patients), physicians, and third performances and discusses privacy and safety attention in the medical division.",BSP,https://www.semanticscholar.org/paper/58d9a77e17e43a575a801f0bea4967a922fe0a8d,True
Privacy-Preserving in Healthcare Blockchain Systems Based on Lightweight Message Sharing,"Electronic medical records (EMRs) are extremely important for patients’ treatment, doctors’ diagnoses, and medical technology development. In recent years, the distributed healthcare blockchain system has been researched for solving the information isolated island problem in centralized healthcare service systems. However, there still exists a series of important problems such as the patients’ sensitive information security, cross-institutional data sharing, medical quality, and efficiency. In this paper, we establish a lightweight privacy-preserving mechanism for a healthcare blockchain system. First, we apply an interleaving encoder to encrypt the original EMRs. This can hide the sensitive information of EMRs to protect the patient’s privacy security. Second, a (t,n)-threshold lightweight message sharing scheme is presented. The EMRs are mapped to n different short shares, and it can be reconstructed by at least t shares. The EMR shares rather than the original EMRs are stored in the blockchain nodes. This can guarantee high security for EMR sharing and improve the data reconstruction efficiency. Third, the indexes of the stored EMR shares are employed to generate blocks that are chained together and finally form a blockchain. The authorized data users or institutions can recover an EMR by requesting at least t shares of the EMR from the blockchain nodes. In this way, the healthcare blockchain system can not only facilitate the cross-institution sharing process, but also provide proper protections for the EMRs. The security proof and analysis indicate that the proposed scheme can protect the privacy and security of patients’ medical information. The simulation results show that our proposed scheme is more efficient than similar literature in terms of energy consumption and storage space, and the healthcare blockchain system is more stable with the proposed message sharing scheme.",BSP,https://www.semanticscholar.org/paper/317ea374fedbd4b3f71aa79130997a6d811220aa,True
A Secure and Privacy-Preserving Medical Data Sharing via Consortium Blockchain,"Medical data sharing is of great significance in promoting smart medicine. However, the heterogeneity of information systems used by various medical institutions makes sharing difficult. In addition, since medical data involves a great deal of sensitive information, sharing it could easily lead to the leakage of personal privacy. Blockchain, gained popularity as a distributed ledger technology, has great potential to connect heterogeneous systems and provides authenticity and integrity guarantees for medical data sharing. Focusing on the issues of medical data sharing and privacy protection, we propose a medical data sharing scheme based on consortium blockchain. To achieve access control, attribute-based access control technique is implemented, where patients preset attribute-specific access policies for their medical records, and record requesters are described by a set of attributes. For patients, we devise a hybrid storage mode to write access policies of medical records on the consortium blockchain network and store encrypted medical records off-chain. Leveraging blockchain and smart contracts, access privilege control and access history tracking can be realized. To enhance the key management, a tree of medical records is constructed for each patient, and by simply keeping the medical record trees, patients can recover their encryption keys at any time. Furthermore, we carry out an extensive analysis to show the high security and efficiency of our proposed scheme. Finally, we build a Quorum consortium blockchain on the Tencent Cloud and deploy smart contracts on the chain to simulate transactions in our scheme. The experiment results indicate the proposed scheme achieves good feasibility.",BSP,https://www.semanticscholar.org/paper/18a8d9ff06aae31c7e23aa00cb9ffbae6d4e9f42,True
Optimizing Heterogeneity in IoT Infra Using Federated Learning and Blockchain-based Security Strategies,"The Internet of Things (IoT) and associated capabilities are becoming indispensable in the planning, operation, and administration of intricate systems of all sizes. High-end learning solutions that go beyond the boundaries of the problem are necessary for addressing the variety of communication concerns (compatibility, secure communication, etc.) in IoT settings. Building machine learning (ML) networks from disparate data sources is a cutting-edge practice known as Federated Learning (FL). In this article, we implement FL between edge-based servers and devices in a sparsely populated cloud to facilitate cohesive learning and the storage of critical information in smart IoT systems. FL enables collaborative training from a common model by aggregating smaller unit models via regulated edge network participants. Further, all the susceptible device’s information and sensitive message transactions are addressed via blockchain technology. Thus, a blockchain-based security mechanism is integrated to secure user privacy and facilitate widespread practical adoption. Finally, a comparison is made between the proposed model and the three best free, open-source Federated Learning models already in use (FedPD, FedProx, and FedAvg). In terms of statistical, and data heterogeneity (>70% SDI, >97% accuracy), the experimental findings suggest that the proposed model performs better than the existing techniques.",BSP,https://www.semanticscholar.org/paper/75939d9e1821c35c42cd1208e4c0b2ad2c800c06,True
Security of Blockchain-Based Supply Chain Management Systems: Challenges and Opportunities,"Blockchain is a revolutionary technology that is being used in many applications, including supply chain management. Although, the primary motive of using a blockchain for supply chain management is to reduce the overall production cost while providing the comprehensive security to the system. However, current blockchain-based supply-chain management (BC-SCM) systems still hold the possibility of cyber attacks. Therefore, the goal of this study is to investigate practical threats and vulnerabilities in the design of BC-SCM systems. As a starting point, we first establish key requirements for the reliability and security of supply chain management systems, i.e., transparency, privacy and traceability, and then discern a threat model that includes two distinctive but practical threats including computational (i.e., the ones that threaten the functionality of the application) and communication (i.e., the ones that threaten information exchange among interconnected services of the application). For investigation, we follow a unique approach based on the hypothesis that reliability is pre-requisite of security and identify the threats considering (i) design of smart contracts and associated supply chain management applications, (ii) underlying blockchain execution environment and (iii) trust between all interconnected supply management services. Moreover, we consider both academic and industry solutions to identify the threats. We identify several challenges that hinder to establish reliability and security of the BC-SCM systems. Importantly, we also highlight research gaps that can help to establish desired security of the BC-SCM. To the best of our knowledge, this paper is the first effort that identifies practical threats to blockchain-based supply chain management systems and provides their counter measures. Finally, this work establishes foundation for future investigation towards practical security of BC-SCM system.",BSP,https://www.semanticscholar.org/paper/b1443fccba5b844c777bb6527a3e2c3d350a619d,True
ENSURING THE CONFIDENTIALITY OF PERSONAL DATA AND SUPPORTING CYBER SECURITY WITH THE HELP OF BLOCKCHAIN,"The recent increase in security breaches and digital surveillance highlights the need to improve privacy and security, especially of users' personal data. Advances in cybersecurity and new legislation promise to improve the protection of personal data. Blockchain and distributed ledger (DTL) technologies provide new opportunities to protect user data through decentralized identification and other privacy mechanisms. These systems can give users greater sovereignty through tools that allow them to own and control their own data. The purpose of the article is to research blockchain technology and mechanisms for achieving reliability in blockchain for the protection and security of personal data. Decentralized and federated identity systems give users control over what, when and how much of their personal information can be shared and with whom. These systems can also reduce cybersecurity threats. Through various consensus algorithms, blockchain-based privacy solutions allow users to better manage their data and ensure that the data and models derived from it are more accurate, honest and reliable.",BSP,https://www.semanticscholar.org/paper/f0f5a86b1a76cda0bdb4889bf1ee2302720388e7,True
Blockchain Family Deed Certificate for Privacy and Data Security,"The rapid development of technology has caused some systems to have changed; most of them in the Industrial Revolution 4.0 era using new methods from various aspects of people's lives. Family Deed Certificate is a family identity that contains data about arrangements, relationships, and the number of family members. A family certificate is an essential thing for every citizen to have. However, related problems that occur are still using conventional systems that cause problems such as loss of family deed, and various manipulations of identity data. Thus, from this problem emerged a solution to guarantee all data and information security using blockchain technology. Blockchain technology is a technology for recording transactions with modern technology, which can only be added but cannot be changed or replaced. Blockchain technology can support various fields such as banking, education, health, and priorities for governance. For this research, this is applied in the field of government, which is a blockchain technology family certificate, various problems in terms of a family certificate that is a copy of a lot of family member data, and editing a deed of change, is very inflexible. With the family certificate system, blockchain technology, data security can be guaranteed so that there is no data falsification and can replace any loss on the family deed. This system uses the literature method that contains and how blockchain works. The Certificate of Family Deed on the blockchain is expected to impact the digital world positively.",BSP,https://www.semanticscholar.org/paper/0372bc8b5820a4bd70f54ecfe7da22867200779c,True
Blockchain for Email Security: A Perspective on Existing and Potential Solutions for Phishing Attacks,"Email security is critical to all types of businesses, as it represents 80% of the plethora of official communication tools used by most organizations worldwide. Attackers use several techniques to trick users to perform harmful actions, mainly via emails. Identifying such activities or circumventing them is better than relying on the end-user's behavior of being unaware. Traditional e-mail systems use centralized servers to provide services, making them a single point of failure if servers are attacked or at least private information is leaked. Thus, a decentralized e-mail system can provide more trust and reliability. This study is an initial attempt to explore the use of Blockchain-based solutions to improve the security and privacy of traditional e-mail systems. This paper presents two-fold coverage of this problem. First, a summary of common email security architectures is presented, outlined, and criticized for various parameters. Second, we propose a technique for solving the problem of phishing emails by targeting changes in the email system structure using Blockchain technology thereby preventing a considerable number of phishing attempts. We discuss the approach along with its advantages and disadvantages.",BSP,https://www.semanticscholar.org/paper/a3bf6d12a05d42cfe76aed0ac006c6b9a708e80c,True
Enhancing the Security for Healthcare Data using Blockchain Technology,"Cyber security is the safest way to protect the data from hackers and unauthorized users. Healthcare technologies nowadays face lots of cyber security issues related with the security of the health information and privacy of the data. Cyber security is one of the popularized ways to protect the data from hackers and spammers. HealthCare is the field where the data is highly sensitive and the security for the systems is low. Protecting the sensitive data is achieved by the blockchain method, which is similar to a database but the difference is the data stored in the blockchain in blocks. The new blocks included are connected to previous blocks from a chain like structure, it is very secure, each block stores data and also the hash of previous blocks. So, data cannot be easily accessed or manipulated. The mechanism used in blockchain for the security of the data consensus mechanism which contains the different methodologies includes Proof of Work (PoW), Proof of Stake (PoS), Proof of Space and Proof of Authority. Enhanced proof of stake is a combination of the PoS and DPoS used to increase the security of the system by eliminating the 51% attack in blockchain and reduces the data theft threats and protects the medical records of patients from hackers.",BSP,https://www.semanticscholar.org/paper/1f87972518ca7bc9d4975780ff57d3d97ca7a186,True
Hybrid blockchain–based privacy-preserving electronic medical records sharing scheme across medical information control system,"With the development of big data and medical information control system, electronic medical records sharing across organizations for better medical treatment and advancement has attracted much attention both from academic and industrial areas. However, the source of big data, personal privacy concern, inherent trust issues across organizations and complicated regulation hinder the great progress of healthcare intelligence. Blockchain, as a novel technique, has been used widely to resolve the privacy and security issues in electronic medical records sharing process. In this paper, we propose a hybrid blockchain–based electronic medical records sharing scheme to address the privacy and trust issues across the medical information control systems, rendering the electronic medical records sharing process secure, effective, relatively transparent, immutable, traceable and auditable. Considering the above confidential issues, we use different sharing methods for different parts of medical big data. We share privacy-sensitive couples on the consortium blockchain, while sharing the non-sensitive parts on the public blockchain. In this way, authorized medical information control systems within the consortium can access the data on it for precise medical diagnosis. Institutions such as universities and research institutes can get access to the non-sensitive parts of medical big data for scientific research on symptoms to evolve medical technologies. A working prototype is implemented to demonstrate how the hybrid blockchain facilitates the pharmaceutical operations in a healthcare information control ecosystem. A blockchain benchmark tool Hyperledger Caliper is used to evaluate the performance of hybrid blockchain–based electronic medical records sharing scheme on throughput and average latency which proves to be practicable and excellent.",BSP,https://www.semanticscholar.org/paper/7e0a283bac89c89ddeeae22db4b073dfd3b7e0c6,True
Business process improvement by means of Big Data based Decision Support Systems: a case study on Call Centers,"Big Data is a rapidly evolving and maturing field which places significant data storage and processing power at our disposal. To take advantage of this power, we need to create new means of collecting and processing large volumes of data at high speed. Meanwhile, as companies and organizations, such as health services, realize the importance and value of ""joined-up thinking"" across supply chains and healthcare pathways, for example, this creates a demand for a new type of approach to Business Activity Monitoring and Management. This new approach requires Big Data solutions to cope with the volume and speed of transactions across global supply chains. In this paper we describe a methodology and framework to leverage Big Data and Analytics to deliver a Decision Support framework to support Business Process Improvement, using near real-time process analytics in a decision-support environment. The system supports the capture and analysis of hierarchical process data, allowing analysis to take place at different organizational and process levels. Individual business units can perform their own process monitoring. An event-correlation mechanism is built into the system, allowing the monitoring of individual process instances or paths.",DSA,https://www.semanticscholar.org/paper/4cd792a0c318f68e346217671d2069c7e41e08f7,True
Integrated Decision Support for Disaster Risk Management: Aiding Preparedness and Response Decisions in Wildfire Management,"A central challenge in disaster risk management (DRM) is that there are key dependencies and uncertainty between the decisions made at the mitigation, preparedness, response, and recovery stages. Decision support systems for disaster management require information systems that allow timely and reliable integration of data sources from different domains, including information on hazards and vulnerabilities for risk analysis, as well as organizational and logistical information for decision analysis. We propose an analytics-centered framework that integrates predictive and prescriptive models responding to unique characteristics of DRM. The framework relies on probabilistic risk assessment and uses optimization-based simulation of the response phase as a means to inform decisions at the preparedness stage. This paper presents a case study regarding the analysis of preparedness and response decisions for wildfire control in Uruguay. Numerical results illustrate insights from the risk-informed analyses. For instance, slight reductions in the preparedness budget can lead to disproportionate losses during the response stage, whereas slight increases have little effect unless explicitly directed to control high-consequence scenarios. Motivated by a real-world problem, this case study emphasizes the challenges for integrated information systems that enable the potential of analytical decision support frameworks for DRM.",DSA,https://www.semanticscholar.org/paper/6358fc39963a353f6a2b1f037e40afac07da1aa2,True
A Framework for Effective Big Data Analytics for Decision Support Systems,"Supporting decision makers requires a good understanding of the various elements that affect the outcomes of a decision. Decision Support Systems have provided decision makers with such insights throughout its history of usage with varying degrees of success. The availability of data sources was a main limitation to what decision support systems can do. Therefore, with the advent of improved analytical methods for Big data sources new opportunities have emerged that can possibly enhance how decision makers analyze their problem and arrive at decisions using information systems. This paper analyzed current related works on both Big data and decision support systems to identify clear elements and factors relevant to the subject and identifying possible ways to enhance their joint usage. Finally, the paper proposes a framework that integrates the key components needed to ensure the quality and relevance of data being analyzed by decision support systems while providing the benefits of insights generated over time from past decisions and positive recommendations.",DSA,https://www.semanticscholar.org/paper/5e4c0978560d9bf4ba907469e5d8cfb969debfbe,True
Using health information technology for clinical decision support and predictive analytics,"JAMIA has been a premier venue for publication of scholarly work on clinical decision support systems since its inception. With an initial emphasis on knowledge-based systems, i.e., encoding of clinicians’ knowledge into rules that would trigger alerts and reminders, JAMIA evolved into a phase of an increasing number of articles reporting on the use of EHR “big data” to build and validate predictive models that recognize patterns in large amounts of data to derive actionable recommendations for clinicians. Interestingly, this is happening at the same time that health information technology (HIT) is still evolving, data quality in EHRs is being improved, and health information exchange (HIE) continues to be evaluated for cost effectiveness. Key recommendations for HIT optimization are proposed by Chresswell (p. 186). Additionally, Wright (p. 192) advocates for more testing of EHR systems, Alexander (p. 69) focuses on IT in nursing homes, and Kharrazi (p. 2) promotes an agenda for population health informatics. HIT use by office-based physicians and healthcare reform programs is described in a study by Heisey-Grove (p. 133). Improving the quality of EHRs is addressed by Van der Bij (p. 84) and Jamieson (p. 126). The latter describes a randomized trial on the quality of admission notes from EHRs. A systematic review of EHR usability is reported by Ellsworth (p. 222), Yadav (p. 143) compares EHRs with paper records in the documentation of physical exams, Denny (p. 165) describes hypertension “phenotyping” from EHRs, and Das (p. 24) proposes how to generate discharge recommendations. HIT is now pervasive in healthcare and this issue of JAMIA features several articles on the use of HIT for predictive modeling: Goldstein reviews risk prediction (p. 202) and describes the challenges in predicting mortality over time horizons (p. 180), GillameBert (p. 48) learns temporal rules that predict instability in patients undergoing continuous monitoring, and Lennon (p. 148) shows predictive value in particular combinations of pathology markers for pancreatic cysts. Manaktala (p. 91) proposes a clinical decision support system for sepsis mortality, and Haslam (p. 13) discovers disease relationships from clinical trial data. HIE systems help clinicians share information from a particular patient with each other. However, the cost effectiveness of various types of HIEs remains hard to measure. Downing (p. 116) reports on the policies of 11 health systems, Dixon (p. 99) describes the characteristics of veterans who enroll in HIE, Vest (p. 39) describes the organizational capacity and utility of clinical event notification, and Slovis (p. 30) studies the rate of duplicative CT exams. Pharmacy informatics is an important sub-field of specialization. Nelson (p. 197) describes the interaction between pharmacists and the EHR, and White (p. 175) reports on outcomes of a computerbased system for Vitamin D prescriptions. Medication reconciliation is systematically reviewed by Marien (p. 231). Also related to pharmacy are reports from Eschmann (p. 62), who describes a system to predict hyperkalemia from drug interactions, Heringa (p. 55), who shows how clustering related drug interaction alerts helps reduce the number of alerts, and Manzi (p. 77), who describes a clinical pharmacogenomics service. Other types of computer-based interaction with providers and patients are reported in this issue of the journal: McGrath (p. 213) systematically reviews computer-aided instruction in oral health, Ratanawongsa (p. 109) studies computer use and literacy in safety net outpatient communications, and Kelly (p. 156) reports how families stay engaged in pediatric care through a patient portal. HIT evolved rapidly in the past decade and is likely to continue to evolve at this pace until its many challenges are overcome. Our responsibility as professionals is to help drive HIT, clinical decision support, and predictive analytics to the next level, and to educate the next generation so that they can fill the many knowledge gaps that still exist.",DSA,https://www.semanticscholar.org/paper/2919141f2fd6672119744b5416fe80fe03f7c492,True
Machine Learning–Enabled Clinical Information Systems Using Fast Healthcare Interoperability Resources Data Standards: Scoping Review,"Background Machine learning–enabled clinical information systems (ML-CISs) have the potential to drive health care delivery and research. The Fast Healthcare Interoperability Resources (FHIR) data standard has been increasingly applied in developing these systems. However, methods for applying FHIR to ML-CISs are variable. Objective This study evaluates and compares the functionalities, strengths, and weaknesses of existing systems and proposes guidelines for optimizing future work with ML-CISs. Methods Embase, PubMed, and Web of Science were searched for articles describing machine learning systems that were used for clinical data analytics or decision support in compliance with FHIR standards. Information regarding each system’s functionality, data sources, formats, security, performance, resource requirements, scalability, strengths, and limitations was compared across systems. Results A total of 39 articles describing FHIR-based ML-CISs were divided into the following three categories according to their primary focus: clinical decision support systems (n=18), data management and analytic platforms (n=10), or auxiliary modules and application programming interfaces (n=11). Model strengths included novel use of cloud systems, Bayesian networks, visualization strategies, and techniques for translating unstructured or free-text data to FHIR frameworks. Many intelligent systems lacked electronic health record interoperability and externally validated evidence of clinical efficacy. Conclusions Shortcomings in current ML-CISs can be addressed by incorporating modular and interoperable data management, analytic platforms, secure interinstitutional data exchange, and application programming interfaces with adequate scalability to support both real-time and prospective clinical applications that use electronic health record platforms with diverse implementations.",DSA,https://www.semanticscholar.org/paper/9bc39b9ad5760b766d2d43052cc73aa063246726,True
A Research Review and Taxonomy Development for Decision Support and Business Analytics Using Semantic Text Mining,"By 2018, business analytics (BA), believed by global CIOs to be of strategic importance, had for years been their top priority. It is also a focus of academic research, as shown by a large number of papers, books, and research reports. On the other hand, the BA domain suffers from several incorrect, imprecise, and incomplete notions. New areas and concepts emerge quickly; making it difficult to ascertain their structure. BA-related taxonomies play a crucial role in analyzing, classifying, and understanding related objects. However, according to the literature on taxonomy development in information systems (IS), in most cases the process is ad hoc. BA taxonomies and frameworks are available in the literature; however, some are excessively general frameworks with a high-level conceptual focus, while others are application or domain-specific. Our paper aims to present a novel semi-automatic method for taxonomy development and maintenance in the field of BA using content analysis and text mining. The contribution of our research is threefold: (1) the taxonomy development method, (2) the draft taxonomy for BA, and (3) identifying the latest research areas and trends in BA.",DSA,https://www.semanticscholar.org/paper/22bef8da93412ea1eee5badd8ac123c9e2d5796d,True
An AI-based Decision Support System for Predicting Mental Health Disorders,"Approximately one billion individuals suffer from mental health disorders, such as depression, bipolar disorder, schizophrenia, and anxiety. Mental health professionals use various assessment tools to detect and diagnose these disorders. However, these tools are complex, contain an excessive number of questions, and require a significant amount of time to administer, leading to low participation and completion rates. Additionally, the results obtained from these tools must be analyzed and interpreted manually by mental health professionals, which may yield inaccurate diagnoses. To this extent, this research utilizes advanced analytics and artificial intelligence to develop a decision support system (DSS) that can efficiently detect and diagnose various mental disorders. As part of the DSS development process, the Network Pattern Recognition (NEPAR) algorithm is first utilized to build the assessment tool and identify the questions that participants need to answer. Then, various machine learning models are trained using participants’ answers to these questions and other historical data as inputs to predict the existence and the type of their mental disorder. The results show that the proposed DSS can automatically diagnose mental disorders using only 28 questions without any human input, to an accuracy level of 89%. Furthermore, the proposed mental disorder diagnostic tool has significantly fewer questions than its counterparts; hence, it provides higher participation and completion rates. Therefore, mental health professionals can use this proposed DSS and its accompanying assessment tool for improved clinical decision-making and diagnostic accuracy.",DSA,https://www.semanticscholar.org/paper/03ae138c7b20d899d96b428cd9a2649e7fc8a829,True
Comparative review of big data analytics and GIS in healthcare decision-making,"This research explores the confluence of big data analytics and Geographic information systems (GIS) in healthcare decision-making. The comparative review delineates the unique strengths of each technology, showcasing potential synergies. Big data analytics harnesses advanced analytics for predictive modeling and clinical decision support, while GIS introduces a spatial context for health data analysis. Future trends suggest integrations with artificial intelligence, real-time analytics, and wearable technology. However, challenges encompass data privacy, biases, and interdisciplinary collaboration. Ethical considerations emphasize transparency, informed consent, and the responsible use of patient data. As these technologies evolve, their seamless integration holds the promise of precision health, community-oriented interventions, and proactive pandemic response, reshaping the landscape of healthcare decision-making.",DSA,https://www.semanticscholar.org/paper/bf71b246869428be082e549f0dfd8d21693a1038,True
Decision Support Systems in Temporomandibular Joint Osteoarthritis: A review of Data Science and Artificial Intelligence Applications.,"With the exponential growth of computational systems and increased patient data acquisition, dental research faces new challenges to manage a large quantity of information. For this reason, data science approaches are needed for the integrative diagnosis of multifactorial diseases, such as Temporomandibular joint (TMJ) Osteoarthritis (OA). The Data science spectrum includes data capture/acquisition, data processing with optimized web-based storage and management, data analytics involving in-depth statistical analysis, machine learning (ML) approaches, and data communication. Artificial intelligence (AI) plays a crucial role in this process. It consists of developing computational systems that can perform human intelligence tasks, such as disease diagnosis, using many features to help in the decision-making support. Patient's clinical parameters, imaging exams, and molecular data are used as the input in cross-validation tasks, and human annotation/diagnosis is also used as the gold standard to train computational learning models and automatic disease classifiers. This paper aims to review and describe AI and ML techniques to diagnose TMJ OA and data science approaches for imaging processing. We used a web-based system for multi-center data communication, algorithms integration, statistics deployment, and process the computational machine learning models. We successfully show AI and data-science applications using patients' data to improve the TMJ OA diagnosis decision-making towards personalized medicine.",DSA,https://www.semanticscholar.org/paper/a034a02ec75437b30e2438efa05ded5f174afc5f,True
Information Processing and Data Analytics for Decision Making: A Journey From Traditional to Modern Approaches,"Decision making is required by all organizations; however, the decision making styles may differ. ost commonly used decision styles include: (a) Autocratic (b) Democratic (c) Consensus and (d) Participatory. With the Globalization and expansion of businesses, professionals have become highly dependent upon the technology to support the decision making process and decision support systems have come-up as a fastest growing discipline. Present work discusses the evolution of computerized decision support, considering the: (a) Model Driven (b) Data Driven (c) Communication Driven (d) Document Driven and (e) Knowledge Driven decision support systems. All three different business levels: Operational, Tactical and Strategic have been considered in the present work to review the development of decision support systems. The traditional data analysis based approaches have been compared with the latest data analytics approaches including the social media analytics and web analytics. Examples from the different industry sectors have been incorporated for better illustrations of decision support.",DSA,https://www.semanticscholar.org/paper/59e4843501fa0fe461062ddaeb80a29ce869b7da,True
Predictive analytics for data driven decision support in health and care,"Abstract Due to an ever-increasing amount of data generated in healthcare each day, healthcare professionals are more and more challenged with information. Predictive models based on machine learning algorithms can help to quickly identify patterns in clinical data. Requirements for data driven decision support systems for health and care (DS4H) are similar in many ways to applications in other domains. However, there are also various challenges which are specific to health and care settings. The present paper describes a) healthcare specific requirements for DS4H and b) how they were addressed in our Predictive Analytics Toolset for Health and care (PATH). PATH supports the following process: objective definition, data cleaning and pre-processing, feature engineering, evaluation, result visualization, interpretation and validation and deployment. The current state of the toolset already allows the user to switch between the various involved levels, i. e. raw data (ECG), pre-processed data (averaged heartbeat), extracted features (QT time), built models (to classify the ECG into a certain rhythm abnormality class) and outcome evaluation (e. g. a false positive case) and to assess the relevance of a given feature in the currently evaluated model as a whole and for the individual decision. This allows us to gain insights as a basis for improvements in the various steps from raw data to decisions.",DSA,https://www.semanticscholar.org/paper/42a7db85a7413589b9f1d258d23072a3d045cedd,True
